PO_ID,Supplier_ID,Product_Category,HS_Code,PO_Date,Quantity,Unit_Cost_USD,Incoterm,Freight_Mode,Promised_Delivery_Date,Actual_Delivery_Date,Customs_Clearance_Days,Defect_Flag,PO_Status,Is_First_Occurrence,Lead_Time_Days,On_Time_Flag,Country,Region,Base_Effective_Rate,Base_Spend_USD,Landed_Cost_Per_Unit,Landed_Spend_USD,Tariff_Dollars,PO_Year_Month
PO-1137,SUP-002,Network Switches,8517.62,2026-01-13,16,4196.71,CIF,Truck,2026-02-04,2026-02-03,3,N,Delivered,1,21,1.0,Mexico,Nearshore,0.0,67147.36,4196.71,67147.36,0.0,2026-01
PO-1248,SUP-001,PDU / MEP Equipment,8537.1,2026-01-14,8,3865.64,FOB,Truck,2026-02-01,2026-02-01,1,N,Delivered,1,18,1.0,United States,Domestic,0.0,30925.12,3865.64,30925.12,0.0,2026-01
PO-1182,SUP-001,PDU / MEP Equipment,8537.1,2026-01-15,2,3830.98,FOB,Air,2026-01-28,2026-01-27,1,N,Delivered,1,12,1.0,United States,Domestic,0.0,7661.96,3830.98,7661.96,0.0,2026-01
PO-1259,SUP-002,Network Switches,8517.62,2026-01-15,4,5158.07,CIF,Ocean,2026-02-01,2026-01-31,4,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,20632.28,5158.07,20632.28,0.0,2026-01
PO-1184,SUP-003,Network Switches,8517.62,2026-01-15,40,2054.69,CIF,Ocean,2026-02-25,2026-03-11,3,N,Delivered,1,55,0.0,China,Offshore,0.35,82187.6,2773.8315000000002,110953.26000000001,28765.660000000003,2026-01
PO-1163,SUP-001,GPU Servers,8471.5,2026-01-16,2,23638.94,DDP,Air,2026-01-23,2026-01-23,1,N,Delivered,1,7,1.0,United States,Domestic,0.0,47277.88,23638.94,47277.88,0.0,2026-01
PO-1204,SUP-003,Network Switches,8517.62,2026-01-17,5,3119.2,FOB,Air,2026-02-06,2026-02-04,9,N,Delivered,1,18,1.0,China,Offshore,0.35,15596.0,4210.92,21054.6,5458.5999999999985,2026-01
PO-1298,SUP-002,Network Switches,8517.62,2026-01-18,10,3491.79,FOB,Ocean,2026-02-02,2026-02-02,3,N,Delivered,1,15,1.0,Mexico,Nearshore,0.0,34917.9,3491.79,34917.9,0.0,2026-01
PO-1101,SUP-002,GPU Servers,8471.5,2026-01-18,10,,CIF,Truck,2026-02-06,2026-02-06,2,N,Delivered,1,19,1.0,Mexico,Nearshore,0.0,,,,,2026-01
PO-1148,SUP-002,Network Switches,8517.62,2026-01-24,4,4253.38,CIF,Truck,2026-02-09,2026-02-08,2,N,Delivered,1,15,1.0,Mexico,Nearshore,0.0,17013.52,4253.38,17013.52,0.0,2026-01
PO-1328,SUP-001,GPU Servers,8471.5,2026-01-25,25,22491.18,FOB,Air,2026-02-07,2026-02-05,1,N,Delivered,1,11,1.0,United States,Domestic,0.0,562279.5,22491.18,562279.5,0.0,2026-01
PO-1218,SUP-002,GPU Servers,8471.5,2026-01-26,20,19724.63,FOB,Ocean,2026-02-13,2026-02-13,2,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,394492.60000000003,19724.63,394492.60000000003,0.0,2026-01
PO-1322,SUP-003,PDU / MEP Equipment,8537.1,2026-01-28,10,2526.01,CIF,Ocean,2026-03-06,2026-03-06,12,N,Delivered,1,37,1.0,China,Offshore,0.35,25260.100000000002,3410.1135000000004,34101.135,8841.035,2026-01
PO-1226,SUP-001,GPU Servers,8471.5,2026-01-29,20,20357.17,DDP,Air,2026-02-11,2026-02-09,1,N,Delivered,1,11,1.0,United States,Domestic,0.0,407143.39999999997,20357.17,407143.39999999997,0.0,2026-01
PO-1022,SUP-003,PDU / MEP Equipment,8537.1,2026-01-29,10,2563.5,FOB,Air,2026-02-20,2026-02-19,9,N,Delivered,1,21,1.0,China,Offshore,0.35,25635.0,3460.7250000000004,34607.25,8972.25,2026-01
PO-1089,SUP-003,Network Switches,8517.62,2026-01-30,25,2423.81,EXW,Ocean,2026-03-12,2026-04-14,7,Y,Delivered,1,74,0.0,China,Offshore,0.35,60595.25,3272.1435,81803.58750000001,21208.33750000001,2026-01
PO-1035,SUP-001,GPU Servers,8471.5,2026-02-01,8,18944.27,DDP,Air,2026-02-15,2026-02-14,1,N,Delivered,1,13,1.0,United States,Domestic,0.0,151554.16,18944.27,151554.16,0.0,2026-02
PO-1138,SUP-001,GPU Servers,8471.5,2026-02-05,40,22237.34,DDP,Truck,2026-02-14,2026-02-14,0,N,Delivered,1,9,1.0,United States,Domestic,0.0,889493.6,22237.34,889493.6,0.0,2026-02
PO-1286,SUP-003,PDU / MEP Equipment,8537.1,2026-02-06,16,1543.71,CIF,Ocean,2026-03-06,2026-04-13,10,N,Delivered,1,66,0.0,China,Offshore,0.35,24699.36,2084.0085000000004,33344.136000000006,8644.776000000005,2026-02
PO-1240,SUP-002,Network Switches,8517.62,2026-02-08,4,4046.14,CIF,Ocean,2026-02-24,2026-02-22,3,Y,Delivered,1,14,1.0,Mexico,Nearshore,0.0,16184.56,4046.14,16184.56,0.0,2026-02
PO-1050,SUP-001,PDU / MEP Equipment,8537.1,2026-02-08,2,3966.43,DDP,Air,2026-02-17,2026-03-08,0,N,Delivered,1,28,0.0,United States,Domestic,0.0,7932.86,3966.43,7932.86,0.0,2026-02
PO-1051,SUP-003,Network Switches,8517.62,2026-02-09,25,3112.18,CIF,Ocean,2026-03-10,2026-04-07,10,N,Delivered,1,57,0.0,China,Offshore,0.35,77804.5,4201.443,105036.07500000001,27231.57500000001,2026-02
PO-1139,SUP-003,Network Switches,8517.62,2026-02-11,4,2028.02,FOB,Air,2026-03-23,2026-03-23,5,N,Delivered,1,40,1.0,China,Offshore,0.35,8112.08,2737.827,10951.308,2839.228000000001,2026-02
PO-1304,SUP-001,PDU / MEP Equipment,8537.1,2026-02-12,12,2524.69,DDP,Truck,2026-02-22,2026-02-22,0,N,Delivered,1,10,1.0,United States,Domestic,0.0,30296.28,2524.69,30296.28,0.0,2026-02
PO-1271,SUP-003,GPU Servers,8471.5,2026-02-12,10,16637.17,FOB,Air,2026-03-18,2026-03-18,4,N,Delivered,1,34,1.0,China,Offshore,0.35,166371.69999999998,22460.1795,224601.79499999998,58230.095,2026-02
PO-1100,SUP-003,GPU Servers,8471.5,2026-02-16,12,15956.54,FOB,Ocean,2026-03-30,2026-05-06,7,N,Delivered,1,79,0.0,China,Offshore,0.35,191478.48,21541.329,258495.94800000003,67017.46800000002,2026-02
PO-1009,SUP-003,Network Switches,8517.62,2026-02-18,25,2336.84,EXW,Ocean,2026-03-06,2026-03-04,5,N,Delivered,1,14,1.0,China,Offshore,0.35,58421.0,3154.7340000000004,78868.35,20447.350000000006,2026-02
PO-1297,SUP-001,GPU Servers,8471.5,2026-02-20,10,19417.15,DDP,Air,2026-03-05,2026-03-04,0,N,Delivered,1,12,1.0,United States,Domestic,0.0,194171.5,19417.15,194171.5,0.0,2026-02
PO-1121,SUP-003,GPU Servers,8471.5,2026-02-20,2,17552.26,CIF,Ocean,2026-03-27,2026-03-27,9,N,Delivered,1,35,1.0,China,Offshore,0.35,35104.52,23695.551,47391.102,12286.582000000002,2026-02
PO-1272,SUP-003,PDU / MEP Equipment,8537.1,2026-02-22,12,2448.29,FOB,Air,2026-03-21,2026-03-20,12,N,Delivered,1,26,1.0,China,Offshore,0.35,29379.48,3305.1915000000004,39662.298,10282.818000000003,2026-02
PO-1025,SUP-002,Network Switches,8517.62,2026-02-23,8,3511.56,FOB,Truck,2026-03-13,2026-03-13,4,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,28092.48,3511.56,28092.48,0.0,2026-02
PO-1302,SUP-003,GPU Servers,8471.5,2026-03-04,20,17453.46,EXW,Ocean,2026-04-04,2026-04-29,11,N,Delivered,1,56,0.0,China,Offshore,0.35,349069.19999999995,23562.171000000002,471243.42000000004,122174.22000000009,2026-03
PO-1219,SUP-003,PDU / MEP Equipment,8537.1,2026-03-04,25,2234.9,EXW,Air,2026-04-11,2026-05-18,6,N,Delivered,1,75,0.0,China,Offshore,0.35,55872.5,3017.1150000000002,75427.875,19555.375,2026-03
PO-1034,SUP-003,PDU / MEP Equipment,8537.1,2026-03-04,12,2325.52,FOB,Ocean,2026-04-16,2026-04-16,7,N,Delivered,1,43,1.0,China,Offshore,0.35,27906.239999999998,3139.452,37673.424,9767.184000000001,2026-03
PO-1083,SUP-002,GPU Servers,8471.5,2026-03-07,8,21113.1,FOB,Ocean,2026-03-23,2026-03-22,2,N,Delivered,1,15,1.0,Mexico,Nearshore,0.0,168904.8,21113.1,168904.8,0.0,2026-03
PO-1098,SUP-003,network switches,8517.62,2026-03-07,25,2388.1,FOB,Air,2026-04-01,2026-03-30,5,N,Delivered,1,23,1.0,China,Offshore,0.35,59702.5,3223.935,80598.375,20895.875,2026-03
PO-1187,SUP-002,Network Switches,8517.62,2026-03-08,2,4980.6,CIF,Truck,2026-03-26,2026-03-26,1,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,9961.2,4980.6,9961.2,0.0,2026-03
PO-1296,SUP-001,GPU Servers,8471.5,2026-03-08,10,19110.69,DDP,Truck,2026-03-15,2026-03-26,0,N,Delivered,1,18,0.0,United States,Domestic,0.0,191106.9,19110.69,191106.9,0.0,2026-03
PO-1197,SUP-003,PDU / MEP Equipment,8537.1,2026-03-09,2,1540.48,FOB,Air,2026-04-10,2026-04-23,5,N,Delivered,1,45,0.0,China,Offshore,0.35,3080.96,2079.648,4159.296,1078.3360000000002,2026-03
PO-1301,SUP-002,network switches,8517.62,2026-03-11,5,5163.0,FOB,Truck,2026-03-25,2026-03-23,2,N,Delivered,1,12,1.0,Mexico,Nearshore,0.0,25815.0,5163.0,25815.0,0.0,2026-03
PO-1010,SUP-003,GPU Servers,8471.5,2026-03-14,16,14202.29,FOB,Air,2026-04-07,2026-04-06,11,N,Delivered,1,23,1.0,China,Offshore,0.35,227236.64,19173.091500000002,306769.46400000004,79532.82400000002,2026-03
PO-1288,SUP-001,PDU / MEP Equipment,8537.1,2026-03-15,25,3699.43,FOB,Air,2026-04-01,2026-03-30,0,N,Delivered,1,15,1.0,United States,Domestic,0.0,92485.75,3699.43,92485.75,0.0,2026-03
PO-1150,SUP-001,GPU Servers,8471.5,2026-03-15,8,24229.19,FOB,Truck,2026-03-23,2026-03-22,1,N,Delivered,1,7,1.0,United States,Domestic,0.0,193833.52,24229.19,193833.52,0.0,2026-03
PO-1250,SUP-001,GPU Servers,8471.5,2026-03-15,20,22724.48,DDP,Air,2026-03-28,2026-03-26,1,N,Delivered,1,11,1.0,United States,Domestic,0.0,454489.6,22724.48,454489.6,0.0,2026-03
PO-1312,SUP-002,GPU Servers,8471.5,2026-03-18,5,17064.43,CIF,Truck,2026-04-07,2026-04-05,1,N,Delivered,1,18,1.0,Mexico,Nearshore,0.0,85322.15,17064.43,85322.15,0.0,2026-03
PO-1217,SUP-002,Network Switches,8517.62,2026-03-19,12,4263.09,CIF,Ocean,2026-04-06,2026-04-04,4,N,Delivered,1,16,1.0,Mexico,Nearshore,0.0,51157.08,4263.09,51157.08,0.0,2026-03
PO-1116,SUP-003,Network Switches,8517.62,2026-03-19,12,3176.71,CIF,Air,2026-04-14,2026-04-13,4,N,Delivered,1,25,1.0,China,Offshore,0.35,38120.520000000004,4288.5585,51462.702000000005,13342.182,2026-03
PO-1059,SUP-003,Network Switches,8517.62,2026-03-20,25,2666.12,EXW,Air,2026-04-25,2026-05-01,10,N,Delivered,1,42,0.0,China,Offshore,0.35,66653.0,3599.262,89981.55,23328.550000000003,2026-03
PO-1115,SUP-003,PDU / MEP Equipment,8537.1,2026-03-22,16,2423.61,FOB,Air,2026-04-24,2026-04-22,9,N,Delivered,1,31,1.0,China,Offshore,0.35,38777.76,3271.8735000000006,52349.97600000001,13572.216000000008,2026-03
PO-1076,SUP-001,GPU Servers,8471.5,2026-03-24,10,18744.65,FOB,Truck,2026-04-02,2026-04-02,1,Y,Delivered,1,9,1.0,United States,Domestic,0.0,187446.5,18744.65,187446.5,0.0,2026-03
PO-1127,SUP-003,PDU / MEP Equipment,8537.1,2026-03-28,12,2495.89,CIF,Air,2026-05-05,2026-05-03,9,N,Delivered,1,36,1.0,China,Offshore,0.35,29950.68,3369.4515,40433.418000000005,10482.738000000005,2026-03
PO-1129,SUP-003,pdu / mep equipment,8537.1,2026-03-28,4,2179.96,FOB,Air,2026-06-04,2026-06-04,6,N,Delivered,1,68,1.0,China,Offshore,0.35,8719.84,2942.9460000000004,11771.784000000001,3051.9440000000013,2026-03
PO-1249,SUP-003,PDU / MEP Equipment,8537.1,2026-03-30,16,1884.18,EXW,Air,2026-05-18,2026-05-24,6,N,Delivered,1,55,0.0,China,Offshore,0.35,30146.88,2543.643,40698.288,10551.408,2026-03
PO-1081,SUP-002,GPU Servers,8471.5,2026-03-30,4,16970.12,FOB,Truck,2026-04-23,2026-05-09,3,Y,Delivered,1,40,0.0,Mexico,Nearshore,0.0,67880.48,16970.12,67880.48,0.0,2026-03
PO-1048,SUP-003,Network Switches,8517.62,2026-04-01,8,2515.57,FOB,Ocean,2026-05-03,2026-05-02,5,N,Delivered,1,31,1.0,China,Offshore,0.35,20124.56,3396.0195000000003,27168.156000000003,7043.596000000001,2026-04
PO-1105,SUP-003,PDU / MEP Equipment,8537.1,2026-04-05,12,2157.37,CIF,Air,2026-05-12,2026-05-10,11,N,Delivered,1,35,1.0,China,Offshore,0.35,25888.44,2912.4495,34949.394,9060.954000000002,2026-04
PO-1047,SUP-002,GPU Servers,8471.5,2026-04-07,20,19048.0,FOB,Ocean,2026-04-23,2026-05-09,4,N,Delivered,1,32,0.0,Mexico,Nearshore,0.0,380960.0,19048.0,380960.0,0.0,2026-04
PO-1211,SUP-003,Network Switches,8517.62,2026-04-10,16,2078.23,CIF,Ocean,2026-05-11,2026-06-06,8,N,Delivered,1,57,0.0,China,Offshore,0.35,33251.68,2805.6105000000002,44889.768000000004,11638.088000000003,2026-04
PO-1267,SUP-001,GPU Servers,8471.5,2026-04-11,20,19032.22,FOB,Truck,2026-04-20,2026-04-18,0,N,Delivered,1,7,1.0,United States,Domestic,0.0,380644.4,19032.22,380644.4,0.0,2026-04
PO-1258,SUP-003,PDU / MEP Equipment,8537.1,2026-04-11,2,1950.96,EXW,Air,2026-04-29,2026-04-28,4,N,Delivered,1,17,1.0,China,Offshore,0.35,3901.92,2633.7960000000003,5267.592000000001,1365.6720000000005,2026-04
PO-1220,SUP-002,Network Switches,8517.62,2026-04-11,25,4327.06,FOB,Truck,2026-05-07,2026-05-10,3,N,Delivered,1,29,0.0,Mexico,Nearshore,0.0,108176.50000000001,4327.06,108176.50000000001,0.0,2026-04
PO-1147,SUP-003,PDU / MEP Equipment,8537.1,2026-04-12,16,1607.95,CIF,Air,2026-05-23,2026-05-26,6,Y,Delivered,1,44,0.0,China,Offshore,0.35,25727.2,2170.7325,34731.72,9004.52,2026-04
PO-1306,SUP-002,Network Switches,8517.62,2026-04-13,4,4300.39,CIF,Truck,2026-05-01,2026-04-30,2,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,17201.56,4300.39,17201.56,0.0,2026-04
PO-1255,SUP-002,GPU Servers,8471.5,2026-04-14,2,20588.46,FOB,Truck,2026-05-04,2026-05-03,3,N,Delivered,1,19,1.0,Mexico,Nearshore,0.0,41176.92,20588.46,41176.92,0.0,2026-04
PO-1054,SUP-002,Network Switches,8517.62,2026-04-16,10,4795.62,CIF,Ocean,2026-05-04,2026-05-03,1,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,47956.2,4795.62,47956.2,0.0,2026-04
PO-1046,SUP-003,PDU / MEP Equipment,8537.1,2026-04-18,25,1777.23,CIF,Air,2026-05-22,2026-05-21,10,N,Delivered,1,33,1.0,China,Offshore,0.35,44430.75,2399.2605000000003,59981.51250000001,15550.762500000012,2026-04
PO-1208,SUP-001,PDU / MEP Equipment,8537.1,2026-04-18,20,2411.28,DDP,Truck,2026-05-02,2026-05-02,1,N,Delivered,1,14,1.0,United States,Domestic,0.0,48225.600000000006,2411.28,48225.600000000006,0.0,2026-04
PO-1151,SUP-003,GPU Servers,8471.5,2026-04-19,40,16341.91,CIF,Ocean,2026-05-31,2026-05-30,5,N,Delivered,1,41,1.0,China,Offshore,0.35,653676.4,22061.5785,882463.14,228786.74,2026-04
PO-1027,SUP-002,GPU Servers,8471.5,2026-04-19,2,17719.55,FOB,Truck,2026-05-05,2026-05-03,2,N,Delivered,1,14,1.0,Mexico,Nearshore,0.0,35439.1,17719.55,35439.1,0.0,2026-04
PO-1273,SUP-001,GPU Servers,8471.5,2026-04-20,12,24025.23,DDP,Truck,2026-05-02,2026-05-02,1,N,Delivered,1,12,1.0,United States,Domestic,0.0,288302.76,24025.23,288302.76,0.0,2026-04
PO-1060,SUP-001,PDU / MEP Equipment,8537.1,2026-04-21,5,2427.74,DDP,Air,2026-04-28,2026-04-27,1,N,Delivered,1,6,1.0,United States,Domestic,0.0,12138.699999999999,2427.74,12138.699999999999,0.0,2026-04
PO-1042,SUP-001,PDU / MEP Equipment,8537.1,2026-04-27,8,3645.49,FOB,Truck,2026-05-10,2026-05-10,1,N,Delivered,1,13,1.0,United States,Domestic,0.0,29163.92,3645.49,29163.92,0.0,2026-04
PO-1224,SUP-002,GPU Servers,8471.5,2026-04-28,20,19468.47,CIF,Truck,2026-05-07,2026-05-07,3,N,Delivered,1,9,1.0,Mexico,Nearshore,0.0,389369.4,19468.47,389369.4,0.0,2026-04
PO-1169,SUP-002,GPU Servers,8471.5,2026-04-29,5,19255.45,FOB,Truck,2026-05-12,2026-05-12,3,N,Delivered,1,13,1.0,Mexico,Nearshore,0.0,96277.25,19255.45,96277.25,0.0,2026-04
PO-1077,SUP-002,Network Switches,8517.62,2026-05-02,10,4340.88,CIF,Ocean,2026-05-17,2026-05-16,1,N,Delivered,1,14,1.0,Mexico,Nearshore,0.0,43408.8,4340.88,43408.8,0.0,2026-05
PO-1073,SUP-001,PDU / MEP Equipment,8537.1,2026-05-02,10,3583.61,DDP,Truck,2026-05-16,2026-05-14,0,N,Delivered,1,12,1.0,United States,Domestic,0.0,35836.1,3583.61,35836.1,0.0,2026-05
PO-1018,SUP-001,GPU Servers,8471.5,2026-05-05,16,18706.33,FOB,Air,2026-05-16,2026-05-15,1,N,Delivered,1,10,1.0,United States,Domestic,0.0,299301.28,18706.33,299301.28,0.0,2026-05
PO-1185,SUP-001,PDU / MEP Equipment,8537.1,2026-05-06,40,3914.85,FOB,Air,2026-05-20,2026-05-18,1,N,Delivered,1,12,1.0,United States,Domestic,0.0,156594.0,3914.85,156594.0,0.0,2026-05
PO-1190,SUP-002,GPU Servers,8471.5,2026-05-10,5,17841.98,CIF,Ocean,2026-05-24,2026-05-23,3,N,Delivered,1,13,1.0,Mexico,Nearshore,0.0,89209.9,17841.98,89209.9,0.0,2026-05
PO-1263,SUP-003,PDU / MEP Equipment,8537.1,2026-05-17,25,1814.8,FOB,Air,2026-06-11,2026-06-10,10,N,Delivered,1,24,1.0,China,Offshore,0.35,45370.0,2449.98,61249.5,15879.5,2026-05
PO-1052,SUP-001,PDU / MEP Equipment,8537.1,2026-05-18,16,3726.98,DDP,Truck,2026-06-01,2026-05-31,0,N,Delivered,1,13,1.0,United States,Domestic,0.0,59631.68,3726.98,59631.68,0.0,2026-05
PO-1141,SUP-003,Network Switches,8517.62,2026-05-18,5,2856.14,EXW,Ocean,2026-06-15,2026-06-13,8,Y,Delivered,1,26,1.0,China,Offshore,0.35,14280.699999999999,3855.789,19278.945,4998.245000000001,2026-05
PO-1023,SUP-003,GPU Servers,8471.5,2026-05-19,8,16520.64,CIF,Ocean,2026-06-23,2026-06-22,8,N,Delivered,1,34,1.0,China,Offshore,0.35,132165.12,22302.864,178422.912,46257.792000000016,2026-05
PO-1264,SUP-002,GPU Servers,8471.5,2026-05-21,2,19938.32,FOB,Ocean,2026-06-07,2026-06-07,1,N,Delivered,1,17,1.0,Mexico,Nearshore,0.0,39876.64,19938.32,39876.64,0.0,2026-05
PO-1085,SUP-001,PDU / MEP Equipment,8537.1,2026-05-22,25,3254.88,DDP,Air,2026-05-30,2026-05-29,1,N,Delivered,1,7,1.0,United States,Domestic,0.0,81372.0,3254.88,81372.0,0.0,2026-05
PO-1166,SUP-003,Network Switches,8517.62,2026-05-23,4,3310.35,CIF,Air,2026-06-26,2026-06-24,4,N,Delivered,1,32,1.0,China,Offshore,0.35,13241.4,4468.9725,17875.89,4634.49,2026-05
PO-1068,SUP-003,PDU / MEP Equipment,8537.1,2026-05-23,40,1461.77,FOB,Air,2026-06-26,2026-06-24,8,N,Delivered,1,32,1.0,China,Offshore,0.35,58470.8,1973.3895,78935.58,20464.78,2026-05
PO-1227,SUP-003,GPU Servers,8471.5,2026-05-23,12,16706.22,CIF,Air,2026-07-12,2026-07-12,5,N,Delivered,1,50,1.0,China,Offshore,0.35,200474.64,22553.397000000004,270640.7640000001,70166.12400000007,2026-05
PO-1318,SUP-002,Network Switches,8517.62,2026-05-25,20,4090.31,FOB,Truck,2026-06-14,2026-06-12,2,Y,Delivered,1,18,1.0,Mexico,Nearshore,0.0,81806.2,4090.31,81806.2,0.0,2026-05
PO-1285,SUP-003,PDU / MEP Equipment,8537.1,2026-05-27,20,1786.49,EXW,Ocean,2026-06-17,2026-06-15,8,N,Delivered,1,19,1.0,China,Offshore,0.35,35729.8,2411.7615,48235.23,12505.43,2026-05
PO-1245,SUP-003,GPU Servers,8471.5,2026-05-28,20,16023.55,FOB,Ocean,2026-07-12,2026-07-10,9,N,Delivered,1,43,1.0,China,Offshore,0.35,320471.0,21631.7925,432635.85,112164.84999999998,2026-05
PO-1087,SUP-002,Network Switches,8517.62,2026-05-28,25,4984.15,CIF,Truck,2026-06-15,2026-06-20,4,N,Delivered,1,23,0.0,Mexico,Nearshore,0.0,124603.74999999999,4984.15,124603.74999999999,0.0,2026-05
PO-1159,SUP-002,Network Switches,8517.62,2026-05-29,25,4011.09,FOB,Ocean,2026-06-11,2026-06-10,1,N,Delivered,1,12,1.0,Mexico,Nearshore,0.0,100277.25,4011.09,100277.25,0.0,2026-05
PO-1253,SUP-002,GPU Servers,8471.5,2026-06-02,20,18649.86,CIF,Truck,2026-06-12,2026-06-10,1,N,Delivered,1,8,1.0,Mexico,Nearshore,0.0,372997.2,18649.86,372997.2,0.0,2026-06
PO-1024,SUP-001,PDU / MEP Equipment,8537.1,2026-06-04,5,2368.14,FOB,Truck,2026-06-18,2026-07-05,0,N,Delivered,1,31,0.0,United States,Domestic,0.0,11840.699999999999,2368.14,11840.699999999999,0.0,2026-06
PO-1336,SUP-001,GPU Servers,8471.5,2026-06-04,40,23938.83,FOB,Truck,2026-06-18,2026-06-18,1,N,Delivered,1,14,1.0,United States,Domestic,0.0,957553.2000000001,23938.83,957553.2000000001,0.0,2026-06
PO-1153,SUP-003,GPU Servers,8471.5,2026-06-09,25,13989.11,FOB,Ocean,2026-07-22,,9,N,In Transit,1,0,,China,Offshore,0.35,349727.75,18885.2985,472132.4625,122404.71250000002,2026-06
PO-1111,SUP-002,GPU Servers,8471.5,2026-06-15,25,21542.0,FOB,Ocean,2026-07-04,,4,N,In Transit,1,0,,Mexico,Nearshore,0.0,538550.0,21542.0,538550.0,0.0,2026-06
PO-1157,SUP-002,GPU Servers,8471.5,2026-06-17,20,16747.87,FOB,Ocean,2026-07-08,,3,N,In Transit,1,0,,Mexico,Nearshore,0.0,334957.39999999997,16747.87,334957.39999999997,0.0,2026-06
PO-1165,SUP-003,Network Switches,8517.62,2026-06-20,4,2863.63,FOB,Air,2026-07-28,,6,N,In Transit,1,0,,China,Offshore,0.35,11454.52,3865.9005,15463.602,4009.0820000000003,2026-06
PO-1039,SUP-003,PDU / MEP Equipment,8537.1,2026-06-22,8,1790.22,EXW,Air,2026-07-24,,12,N,In Transit,1,0,,China,Offshore,0.35,14321.76,2416.797,19334.376,5012.616,2026-06
PO-1026,SUP-003,GPU Servers,8471.5,2026-06-25,8,14665.65,FOB,Ocean,2026-07-27,,7,N,In Transit,1,0,,China,Offshore,0.35,117325.2,19798.627500000002,158389.02000000002,41063.82000000002,2026-06
PO-1339,SUP-002,Network Switches,8517.62,2026-06-25,16,4767.45,FOB,Truck,2026-07-17,,1,N,In Transit,1,0,,Mexico,Nearshore,0.0,76279.2,4767.45,76279.2,0.0,2026-06
PO-1071,SUP-002,Network Switches,8517.62,2026-06-25,10,4127.85,CIF,Ocean,2026-07-14,,1,N,In Transit,1,0,,Mexico,Nearshore,0.0,41278.5,4127.85,41278.5,0.0,2026-06
PO-1335,SUP-002,GPU Servers,8471.5,2026-06-25,20,21237.62,FOB,Ocean,2026-07-19,,3,N,In Transit,1,0,,Mexico,Nearshore,0.0,424752.39999999997,21237.62,424752.39999999997,0.0,2026-06
PO-1293,SUP-003,Network Switches,8517.62,2026-06-26,40,2444.62,FOB,Air,2026-07-28,,11,N,In Transit,1,0,,China,Offshore,0.35,97784.79999999999,3300.237,132009.48,34224.68000000002,2026-06
PO-1199,SUP-003,GPU Servers,8471.5,2026-06-26,25,13285.39,EXW,Ocean,2026-07-24,,8,N,In Transit,1,0,,China,Offshore,0.35,332134.75,17935.2765,448381.9125,116247.16249999998,2026-06
PO-1188,SUP-002,Network Switches,8517.62,2026-06-26,16,5096.28,FOB,Truck,2026-07-15,,1,N,In Transit,1,0,,Mexico,Nearshore,0.0,81540.48,5096.28,81540.48,0.0,2026-06
PO-1170,SUP-002,GPU Servers,8471.5,2026-06-28,40,21582.67,CIF,Truck,2026-07-15,,4,N,In Transit,1,0,,Mexico,Nearshore,0.0,863306.7999999999,21582.67,863306.7999999999,0.0,2026-06
